age,gender,ethnicity,years_experience,university_tier,skills_score,interview_score,hired
33,female,group_a,1.4,1,59.86,36.56,1
35,female,group_a,6.4,1,73.02,44.19,0
33,non-binary,group_a,3.4,3,62.66,74.02,0
29,female,group_a,14.8,1,95.34,79.15,0
46,male,group_c,2.9,1,84.23,75.06,1
35,male,group_a,3.0,3,73.08,70.32,1
37,male,group_a,8.7,1,54.15,64.73,0
39,male,group_a,9.3,1,55.17,76.65,1
49,non-binary,group_a,0.0,1,78.31,63.35,0
36,male,group_b,6.7,3,68.11,68.79,1
38,male,group_a,8.5,3,73.63,89.49,1
39,female,group_a,2.3,3,51.0,49.74,0
31,female,group_b,8.0,2,51.86,60.59,0
22,male,group_a,4.3,1,71.3,65.46,1
52,non-binary,group_a,2.9,1,67.42,42.41,0
25,male,group_c,4.9,2,53.92,52.44,1
43,female,group_a,4.5,2,60.32,83.41,1
49,male,group_b,1.8,2,79.34,75.87,0
49,female,group_a,12.6,1,64.7,66.87,0
33,male,group_a,4.6,2,76.83,86.77,0
29,male,group_a,3.7,1,89.76,55.18,1
23,female,group_a,8.5,1,73.97,95.11,1
54,non-binary,group_c,5.7,2,71.47,67.85,0
52,female,group_c,9.9,2,62.78,60.44,1
42,female,group_a,5.1,2,84.54,83.71,0
28,male,group_b,7.0,3,52.58,75.94,1
34,male,group_a,6.2,2,56.74,71.49,1
53,male,group_a,6.4,2,69.71,67.08,1
30,male,group_a,5.3,2,52.24,43.75,0
51,non-binary,group_b,5.6,2,81.69,40.04,0
25,male,group_b,10.9,2,62.42,68.66,0
36,male,group_b,3.9,2,76.28,81.91,1
23,male,group_b,4.3,3,66.21,57.71,1
34,male,group_a,4.9,1,66.89,69.88,1
28,male,group_a,7.6,1,70.09,47.06,1
54,male,group_a,7.1,1,46.36,48.01,1
32,female,group_a,8.7,2,56.85,67.81,1
31,female,group_c,1.9,2,64.24,78.2,1
39,male,group_a,6.7,1,96.57,78.8,1
33,female,group_b,5.4,3,79.69,85.14,1
35,female,group_c,5.1,3,78.6,57.6,1
34,male,group_c,6.4,3,57.46,66.26,1
23,female,group_b,0.1,2,80.63,79.36,0
34,female,group_a,6.7,3,84.86,54.44,0
26,female,group_a,6.3,2,78.95,64.3,0
23,male,group_b,1.7,1,100.0,68.49,1
22,female,group_a,5.6,2,53.74,68.25,1
40,non-binary,group_b,10.5,2,57.0,80.61,1
23,male,group_a,4.8,2,66.75,74.35,1
32,male,group_c,7.7,1,58.2,62.41,0
31,female,group_a,5.2,2,70.53,36.46,0
35,female,group_b,3.5,2,76.16,79.4,0
43,male,group_c,3.2,2,69.75,82.19,1
37,female,group_a,4.7,1,71.12,75.5,0
27,male,group_c,9.8,1,74.77,73.37,1
54,female,group_b,8.3,2,79.2,74.58,1
51,male,group_b,3.8,1,61.98,85.14,1
36,male,group_a,8.9,1,61.87,61.41,0
54,male,group_a,5.5,2,84.21,67.52,1
30,male,group_a,3.9,3,65.82,54.7,1
42,non-binary,group_a,7.2,3,59.9,65.4,0
54,male,group_b,3.2,1,73.3,57.08,1
23,male,group_b,1.2,3,65.67,57.1,1
27,non-binary,group_b,9.8,2,71.32,41.03,1
27,male,group_a,0.5,3,69.12,67.05,1
50,male,group_a,7.5,1,77.47,82.31,1
38,female,group_b,1.4,2,80.86,26.92,0
36,male,group_c,5.8,2,59.93,85.88,1
52,female,group_a,5.3,2,55.3,67.8,1
41,female,group_a,4.6,2,89.04,58.91,0
54,male,group_a,0.0,1,61.65,72.49,1
54,female,group_c,5.6,2,51.26,64.82,0
46,female,group_a,5.8,1,47.11,67.18,1
23,female,group_c,3.3,3,69.43,87.82,1
51,male,group_b,5.7,1,62.14,70.56,0
30,male,group_a,8.9,3,47.89,73.25,1
25,male,group_b,3.8,1,58.49,64.54,0
28,male,group_a,6.7,2,57.15,65.8,0
38,male,group_b,2.5,2,81.81,55.65,1
42,female,group_a,7.1,3,72.67,66.51,1
37,female,group_c,7.8,2,69.7,57.45,1
40,male,group_a,13.3,1,54.59,83.92,1
29,female,group_b,8.6,3,67.67,64.98,0
25,male,group_a,7.2,3,77.78,78.31,1
40,male,group_a,10.1,1,71.74,85.96,0
47,male,group_c,3.0,2,82.5,82.2,1
40,non-binary,group_a,9.1,2,70.76,58.74,1
42,male,group_c,4.3,1,78.13,91.18,1
54,female,group_c,4.1,1,75.3,42.01,0
34,non-binary,group_b,9.2,3,63.02,87.78,1
24,male,group_b,6.6,1,85.86,33.34,1
30,female,group_b,9.9,3,74.16,55.65,0
31,male,group_c,1.6,1,79.71,67.08,1
43,female,group_a,6.7,2,57.04,58.29,1
27,female,group_b,4.4,3,56.79,38.98,0
43,female,group_b,5.1,2,67.66,47.48,0
29,non-binary,group_c,0.3,1,60.15,71.56,0
38,female,group_a,8.7,3,77.25,44.48,1
32,non-binary,group_b,6.6,2,74.72,76.8,0
47,male,group_a,3.0,3,84.52,83.89,0
34,female,group_a,2.0,1,76.88,86.64,1
33,male,group_a,3.4,2,56.26,71.51,1
53,male,group_b,10.1,1,81.19,67.41,1
24,male,group_a,5.6,1,62.01,62.54,1
32,female,group_c,5.0,3,61.01,100.0,0
32,female,group_a,7.4,2,70.56,84.66,0
37,male,group_a,6.0,1,69.71,76.78,1
28,non-binary,group_b,6.6,1,82.25,72.69,1
27,male,group_a,8.1,3,100.0,83.1,1
22,male,group_a,6.9,2,74.89,41.66,1
29,female,group_b,8.5,3,87.26,79.91,1
44,female,group_a,2.4,2,67.28,60.14,1
29,female,group_c,6.1,2,73.85,36.17,1
30,male,group_a,4.9,1,63.61,83.26,1
40,male,group_c,6.3,1,64.74,57.52,1
38,female,group_a,5.8,2,85.92,74.08,0
31,male,group_c,4.1,2,75.24,57.86,1
31,female,group_a,4.9,3,75.16,62.53,0
31,female,group_c,8.8,3,60.21,90.26,0
22,male,group_a,4.3,1,90.3,72.63,1
39,female,group_a,2.3,3,67.68,73.48,0
38,male,group_b,7.7,1,62.01,46.4,1
22,female,group_a,8.8,3,69.58,80.52,0
33,female,group_b,5.2,2,77.89,59.16,0
50,male,group_b,6.3,1,78.79,74.53,1
39,female,group_a,3.5,1,87.44,54.02,1
23,female,group_a,5.4,1,57.11,73.12,1
41,female,group_b,9.2,2,64.66,75.63,1
35,male,group_b,8.3,1,88.52,47.9,1
50,non-binary,group_a,6.4,1,97.06,72.45,1
54,non-binary,group_a,5.2,3,62.3,55.77,0
27,male,group_c,1.2,2,68.67,85.28,0
27,non-binary,group_a,6.9,2,51.31,73.16,0
47,female,group_c,7.3,3,59.96,68.81,0
23,male,group_a,9.1,2,59.24,100.0,0
42,female,group_b,11.9,2,68.6,79.62,0
38,male,group_c,7.1,2,55.57,62.85,1
24,female,group_a,8.8,1,80.98,80.18,0
42,female,group_b,2.7,2,69.15,72.04,0
47,female,group_a,9.5,2,66.81,86.78,1
34,male,group_a,8.5,1,80.88,54.32,0
27,female,group_a,10.0,2,66.64,95.22,1
29,female,group_b,8.0,1,54.99,61.12,0
24,female,group_a,7.3,3,70.17,62.92,0
44,male,group_c,10.3,1,95.84,58.02,1
39,female,group_a,4.1,2,71.04,63.99,0
41,female,group_a,7.9,1,76.11,94.59,1
40,male,group_a,9.2,2,67.49,70.68,1
33,male,group_a,3.7,1,67.22,53.37,1
49,male,group_a,2.6,1,75.89,66.06,1
42,male,group_a,7.3,2,38.18,71.59,1
31,male,group_a,6.4,1,55.0,81.4,1
49,male,group_a,7.8,1,62.72,63.72,0
28,male,group_b,7.9,1,66.63,70.84,0
38,female,group_a,3.8,2,87.25,100.0,1
26,male,group_b,7.0,1,99.22,66.33,0
34,female,group_a,9.3,3,77.4,69.78,0
45,male,group_a,5.0,1,74.62,51.67,1
42,male,group_a,5.2,2,78.02,81.36,0
51,female,group_a,2.7,2,87.89,61.77,1
38,male,group_c,8.4,1,58.07,93.72,1
26,female,group_a,11.7,2,63.96,84.91,0
25,male,group_a,2.0,1,71.71,79.36,1
53,female,group_a,8.3,2,73.41,61.24,0
51,female,group_c,8.7,1,47.12,63.51,0
50,male,group_b,4.4,3,74.99,62.91,1
26,female,group_b,4.9,2,50.82,69.38,1
26,female,group_b,3.0,2,79.01,63.37,0
46,male,group_a,3.7,3,79.97,60.75,1
51,non-binary,group_b,6.5,2,42.78,69.58,0
36,male,group_a,7.9,1,75.86,67.86,0
44,male,group_b,6.4,2,72.19,62.98,1
47,female,group_a,8.5,3,62.44,80.81,0
52,female,group_b,6.6,2,81.23,82.64,0
39,female,group_a,2.6,2,93.81,60.5,0
49,female,group_a,10.3,2,75.78,97.86,0
49,male,group_b,9.5,2,56.75,73.48,1
42,female,group_c,4.0,1,52.58,85.17,1
37,female,group_a,11.2,2,55.84,94.2,1
22,female,group_a,7.4,2,57.65,48.59,0
30,female,group_a,6.4,3,83.27,75.19,0
25,female,group_b,11.7,2,73.27,80.9,0
47,male,group_c,0.0,2,69.5,84.86,1
49,female,group_a,1.4,3,80.27,79.18,0
49,female,group_a,8.1,1,70.05,82.2,0
31,female,group_a,5.3,2,70.24,47.41,0
38,female,group_c,3.3,2,59.76,55.02,1
34,female,group_a,10.5,2,62.37,76.18,1
52,female,group_a,7.5,3,70.19,40.03,1
29,male,group_b,2.3,3,55.83,60.65,1
45,female,group_c,4.1,1,89.69,65.66,0
33,male,group_b,8.5,1,71.3,73.43,1
52,female,group_a,11.3,1,63.26,80.73,1
35,male,group_a,0.2,2,81.49,71.58,1
28,male,group_a,6.8,1,57.15,56.75,0
33,female,group_c,5.0,2,82.47,54.97,0
53,male,group_b,1.0,2,70.83,73.93,1
37,male,group_a,5.6,2,92.33,76.33,0
47,male,group_a,1.4,3,63.24,73.47,0
25,female,group_b,4.5,1,65.07,70.2,0
53,male,group_a,10.8,1,59.72,69.77,1
36,female,group_b,7.6,1,54.89,48.96,1
33,male,group_c,8.4,3,72.81,67.87,1
30,male,group_c,7.8,2,57.15,78.79,0
40,female,group_b,7.1,2,73.62,52.63,0
45,female,group_a,8.9,3,62.16,74.19,1
51,female,group_a,2.7,1,82.41,77.89,0
39,female,group_a,5.0,2,39.28,100.0,0
44,male,group_a,8.6,1,74.78,67.37,1
48,female,group_b,4.0,2,70.36,64.81,0
31,female,group_b,4.8,1,69.81,51.52,1
47,male,group_c,9.6,2,62.22,53.13,0
31,female,group_c,10.6,1,90.69,45.81,0
37,female,group_a,4.3,2,64.88,43.46,0
53,male,group_a,3.7,2,74.88,77.97,1
38,female,group_a,7.8,3,66.64,68.14,1
44,male,group_a,6.9,1,65.48,72.5,1
47,male,group_c,4.1,1,70.84,46.21,0
23,female,group_b,7.9,2,77.86,40.18,1
52,male,group_a,7.7,1,56.43,43.69,1
30,female,group_a,6.3,1,64.15,90.67,0
37,male,group_b,14.7,2,52.93,83.88,0
40,male,group_c,10.1,2,74.54,49.67,1
37,female,group_b,8.5,2,59.57,69.66,0
28,female,group_a,9.1,3,60.86,70.61,0
43,male,group_a,14.8,2,77.55,54.66,1
37,male,group_a,9.3,3,69.62,59.36,1
34,female,group_c,4.0,2,74.6,81.48,1
44,female,group_a,7.1,1,68.08,78.19,0
37,female,group_a,6.3,2,74.66,80.78,0
24,female,group_a,4.5,3,70.8,72.84,0
54,male,group_a,6.9,2,56.42,69.99,0
30,male,group_a,6.9,2,72.29,75.3,0
44,male,group_b,6.0,2,65.64,66.22,0
51,male,group_b,4.7,1,66.89,91.83,1
23,male,group_a,8.6,1,73.1,71.52,0
23,male,group_a,1.4,1,63.17,75.89,1
38,male,group_a,8.5,1,57.08,67.24,1
25,male,group_b,6.2,3,83.91,59.17,0
38,male,group_a,6.9,1,91.77,67.75,1
49,female,group_a,0.0,3,65.63,63.9,0
49,female,group_b,11.1,3,83.48,57.36,1
44,non-binary,group_c,1.1,3,74.37,79.72,0
52,female,group_a,3.6,3,62.07,96.13,0
37,female,group_c,8.0,1,59.76,72.46,1
41,female,group_a,4.3,3,66.4,67.05,0
50,male,group_a,4.9,2,64.62,58.56,0
34,female,group_c,0.0,1,65.77,48.18,0
28,male,group_c,4.8,1,68.27,76.97,1
53,female,group_a,6.8,3,56.22,76.47,0
22,non-binary,group_b,8.1,1,80.1,57.52,1
25,female,group_b,5.3,1,56.23,69.67,1
48,female,group_a,6.8,2,56.96,56.75,1
43,female,group_b,7.4,3,80.81,88.2,1
43,male,group_b,4.2,3,78.85,70.18,0
45,female,group_a,3.9,1,87.16,74.7,0
33,male,group_a,11.9,1,71.38,92.21,1
49,male,group_b,3.6,1,62.05,37.77,1
41,male,group_b,9.8,3,83.46,74.29,1
32,male,group_a,6.3,2,68.61,72.32,1
24,non-binary,group_b,10.5,3,68.27,64.62,1
32,male,group_a,4.3,3,59.61,68.94,1
32,male,group_a,7.7,3,74.58,85.91,1
52,female,group_a,7.1,2,41.43,59.58,0
40,female,group_b,5.5,3,76.05,59.74,0
48,female,group_a,7.0,2,45.79,92.63,0
49,male,group_b,3.9,2,80.2,82.86,0
46,male,group_c,5.9,2,51.12,75.5,1
32,female,group_a,5.0,2,77.9,79.97,0
28,male,group_a,8.4,1,99.36,70.06,1
24,male,group_a,5.9,3,66.42,64.77,1
30,male,group_a,2.0,1,55.78,66.84,0
24,male,group_c,5.0,1,93.03,73.22,0
31,non-binary,group_a,5.8,2,64.47,62.49,0
32,female,group_a,3.5,2,56.41,46.88,0
29,female,group_b,10.0,2,84.79,66.66,0
42,female,group_a,7.3,2,35.67,72.81,0
50,female,group_a,8.6,2,51.98,67.08,0
45,female,group_a,3.9,2,53.99,78.22,0
44,male,group_a,5.0,1,61.43,72.99,0
44,male,group_a,9.1,2,45.49,82.28,1
36,male,group_b,1.9,1,79.62,70.71,1
50,female,group_a,7.2,2,82.02,66.61,0
46,female,group_a,6.4,3,69.08,76.92,0
44,female,group_b,4.7,3,64.79,81.18,1
53,male,group_a,6.4,2,51.0,62.91,1
44,female,group_b,3.0,2,75.36,57.17,0
34,male,group_b,6.8,2,61.35,87.43,1
41,female,group_b,2.6,1,77.13,61.78,0
46,female,group_a,2.4,3,81.98,74.14,1
43,female,group_a,10.3,2,70.31,62.55,0
43,female,group_c,4.1,1,44.4,72.03,0
46,female,group_b,0.0,1,58.52,88.18,0
24,female,group_c,9.0,2,86.13,92.2,0
54,male,group_a,3.9,1,73.06,51.0,0
54,female,group_c,0.0,2,86.8,49.12,0
27,male,group_c,6.0,1,42.95,22.86,0
28,male,group_a,8.9,1,68.41,77.14,1
43,male,group_c,7.2,3,67.65,90.45,1
22,male,group_b,11.2,1,50.27,72.57,1
26,male,group_a,5.8,1,62.03,64.96,1
47,female,group_a,7.9,2,81.5,80.34,1
28,male,group_a,3.2,2,76.27,56.1,1
27,male,group_a,6.6,2,63.35,78.04,1
52,non-binary,group_b,10.7,2,73.69,87.53,1
49,male,group_a,7.6,2,84.08,86.0,1
35,female,group_c,6.6,3,56.82,78.72,0
47,male,group_b,0.3,1,73.29,62.02,0
40,male,group_a,5.0,2,82.3,64.46,1
30,male,group_a,2.3,1,61.51,56.4,1
28,female,group_c,8.4,2,85.41,94.53,0
40,male,group_b,4.0,1,68.7,86.09,1
38,female,group_a,7.2,2,83.1,68.13,1
36,non-binary,group_b,3.2,3,80.87,68.0,0
22,female,group_a,11.7,2,72.97,72.22,0
40,male,group_a,2.7,2,66.29,59.87,0
41,male,group_c,6.5,2,61.93,76.06,0
42,male,group_a,13.9,1,71.84,75.78,1
53,male,group_b,6.8,2,72.33,74.87,1
29,female,group_a,3.6,2,86.66,69.62,1
44,male,group_c,8.0,2,68.77,34.43,0
33,female,group_c,9.1,2,74.05,66.23,0
43,female,group_a,8.7,2,90.04,49.55,0
42,male,group_b,0.3,3,73.7,45.77,1
40,male,group_c,6.8,1,75.3,99.69,1
34,female,group_a,0.0,1,89.13,62.03,1
32,female,group_b,11.7,3,70.92,66.21,0
43,male,group_a,6.4,3,74.61,64.64,0
47,female,group_a,4.8,1,78.89,57.09,0
53,male,group_a,8.1,1,68.42,91.01,1
34,male,group_a,7.6,1,56.46,43.4,1
34,male,group_c,2.6,2,52.27,75.33,1
33,female,group_a,10.9,3,67.39,60.65,0
49,male,group_a,5.4,2,83.32,86.18,1
40,male,group_a,0.9,2,81.77,80.35,0
33,female,group_b,10.3,2,89.38,69.8,0
54,female,group_c,10.7,3,80.7,48.1,0
49,female,group_b,9.9,2,62.04,79.48,0
46,female,group_c,7.8,1,52.36,82.09,0
48,female,group_a,3.5,1,63.63,77.73,0
44,male,group_b,8.9,2,66.64,64.64,1
29,female,group_a,11.7,1,60.91,77.34,0
26,male,group_c,8.6,2,80.88,57.99,1
49,male,group_a,10.9,2,60.31,72.03,0
48,male,group_a,3.8,1,76.78,73.69,0
31,male,group_c,9.2,2,79.2,65.43,1
35,male,group_a,8.9,2,48.94,55.0,1
41,female,group_a,1.7,3,64.74,65.52,0
42,female,group_a,1.3,3,84.89,56.51,1
44,male,group_c,4.0,2,79.94,52.14,1
40,male,group_a,6.4,3,71.28,83.02,1
38,male,group_c,7.5,3,56.52,66.45,1
47,female,group_a,5.5,1,61.39,61.45,0
22,female,group_b,6.0,3,70.86,61.43,0
23,non-binary,group_a,5.8,1,84.94,74.5,1
53,male,group_a,6.4,1,75.72,64.09,1
25,female,group_b,7.9,2,68.77,58.8,0
26,non-binary,group_b,7.6,2,72.61,72.25,1
31,male,group_c,6.0,2,79.14,70.48,0
37,female,group_a,6.9,1,48.78,56.09,1
28,female,group_c,4.8,3,57.93,53.72,0
24,female,group_a,8.5,2,70.18,86.42,0
44,male,group_a,4.7,2,84.31,64.66,1
46,female,group_a,11.0,1,82.75,85.1,0
25,female,group_a,6.1,1,60.45,76.72,1
24,male,group_b,7.0,1,70.09,67.51,1
25,male,group_a,3.9,1,60.91,65.18,1
29,male,group_a,5.1,1,65.11,90.93,1
39,female,group_b,6.6,3,71.52,59.62,0
50,female,group_c,6.2,2,65.45,63.1,1
24,male,group_b,4.3,1,63.1,57.11,0
25,female,group_b,2.7,2,55.82,66.33,0
48,female,group_c,6.3,1,50.78,55.54,0
36,male,group_a,6.6,1,67.48,70.07,0
32,female,group_c,7.8,3,72.08,51.15,1
50,female,group_a,9.9,3,77.18,75.64,1
31,male,group_a,5.2,1,59.97,73.11,0
50,female,group_b,0.2,2,61.11,71.38,0
41,non-binary,group_a,5.7,3,84.91,60.14,0
29,female,group_a,0.7,2,74.76,86.12,0
54,female,group_a,2.3,1,80.38,96.11,1
50,male,group_a,9.2,1,62.96,66.63,1
31,male,group_a,7.8,2,61.2,57.8,1
42,female,group_a,4.2,1,55.97,77.29,0
29,female,group_a,4.3,2,81.64,65.52,0
29,female,group_b,5.9,3,56.16,70.4,1
34,female,group_a,0.9,2,49.03,77.33,1
33,female,group_a,7.6,2,60.8,49.68,0
47,female,group_b,5.1,3,84.93,78.42,0
31,female,group_a,11.6,2,70.09,53.99,1
52,male,group_a,3.0,2,72.57,51.19,1
42,male,group_c,9.2,1,71.16,63.06,1
27,male,group_a,4.1,2,69.22,88.53,0
24,female,group_a,9.2,1,67.76,59.68,0
22,male,group_a,3.2,1,52.96,74.8,1
52,male,group_a,8.4,1,89.69,55.55,0
32,male,group_a,4.9,2,67.94,77.0,1
33,male,group_a,3.7,1,84.28,72.79,1
32,female,group_a,5.7,3,51.05,84.31,0
46,female,group_a,7.6,2,76.24,70.85,0
46,female,group_b,7.4,3,55.63,68.46,1
46,male,group_a,10.9,1,54.29,42.57,0
44,male,group_a,8.6,1,72.95,72.72,1
47,male,group_a,0.0,2,82.1,79.27,0
46,female,group_a,5.0,2,86.13,71.11,0
28,female,group_a,0.2,3,85.69,70.87,0
34,female,group_a,5.0,2,66.51,76.12,0
28,male,group_c,8.0,2,79.15,80.35,1
36,male,group_b,2.2,2,62.6,55.98,1
46,female,group_a,2.6,3,63.29,67.35,0
53,male,group_b,6.6,1,72.67,74.29,1
50,male,group_b,5.3,1,68.35,71.87,0
23,male,group_b,10.9,1,79.92,55.14,1
32,female,group_b,7.1,1,47.83,40.99,0
22,male,group_a,7.8,3,83.36,72.75,1
35,female,group_b,11.4,2,62.8,78.26,0
22,male,group_a,4.7,2,87.44,91.44,1
48,female,group_b,6.2,1,83.46,74.16,0
48,male,group_b,3.2,3,55.98,56.33,1
53,male,group_a,6.9,3,69.17,74.45,1
39,female,group_b,9.3,2,77.89,66.74,1
29,female,group_a,10.3,2,60.29,58.96,0
44,female,group_a,6.1,2,60.91,48.5,1
28,male,group_a,4.0,1,66.13,43.17,0
43,female,group_b,3.9,3,78.7,58.68,1
42,male,group_a,2.0,2,80.64,62.53,1
48,non-binary,group_b,6.5,2,64.74,69.15,0
35,female,group_a,10.2,1,79.7,68.54,1
39,female,group_a,0.0,2,87.41,71.44,0
51,female,group_a,0.0,2,80.8,94.66,0
32,female,group_b,10.4,2,61.04,67.4,0
50,female,group_a,1.4,1,59.74,87.21,0
25,male,group_b,7.2,2,73.21,57.53,1
52,non-binary,group_a,2.4,1,79.63,58.28,0
35,female,group_a,8.5,2,74.94,61.03,0
33,male,group_a,8.5,2,65.21,43.47,1
28,male,group_a,6.7,1,58.73,91.13,0
37,female,group_c,8.7,1,84.99,71.76,0
52,female,group_c,6.3,2,68.04,78.23,1
54,male,group_c,7.9,1,92.11,92.13,1
47,non-binary,group_a,11.6,3,56.14,74.49,1
53,male,group_b,9.5,1,65.89,90.76,1
31,non-binary,group_a,4.2,1,62.18,35.64,0
51,female,group_a,3.8,3,91.85,85.84,1
38,male,group_b,5.5,2,84.62,72.43,0
22,male,group_a,5.5,2,63.95,60.61,0
37,male,group_a,6.4,1,46.85,83.24,1
54,male,group_c,4.4,1,83.62,68.65,1
41,female,group_a,8.2,2,71.43,58.57,1
27,female,group_b,6.3,2,56.41,41.36,0
53,female,group_a,7.3,2,51.95,92.88,1
54,male,group_a,6.2,1,74.66,32.09,0
31,non-binary,group_a,8.0,3,67.43,69.23,0
43,male,group_a,2.6,2,71.61,90.34,1
42,non-binary,group_a,10.9,2,74.6,77.29,1
23,female,group_a,7.2,2,65.48,59.56,0
38,male,group_a,7.6,1,66.64,64.52,1
25,female,group_a,8.0,1,77.77,59.73,1
53,female,group_a,9.5,1,68.59,71.68,0
22,female,group_c,8.4,2,66.59,67.17,1
29,female,group_b,6.9,2,77.53,50.34,0
31,female,group_b,5.7,1,46.32,47.81,0
43,female,group_a,1.3,3,84.73,84.03,0
29,male,group_b,6.9,1,75.22,50.5,1
24,female,group_b,5.3,2,60.8,52.44,0
53,female,group_a,5.3,3,67.82,100.0,0
39,male,group_a,13.4,1,84.57,56.51,1
28,female,group_a,0.6,1,76.53,49.78,0
53,male,group_a,6.4,2,48.73,54.59,0
53,male,group_a,9.9,2,57.84,78.73,1
45,male,group_c,9.1,1,72.12,57.67,1
26,female,group_a,9.9,2,91.22,66.1,1
23,male,group_b,2.4,1,79.06,35.89,1
22,male,group_c,3.3,1,67.6,59.4,1
54,male,group_b,8.1,2,76.85,68.46,1
41,male,group_a,5.3,1,70.16,68.64,1
39,female,group_a,11.4,1,66.36,88.38,0
45,male,group_c,6.9,1,74.52,74.98,1
41,male,group_a,6.8,1,44.51,27.69,1
40,female,group_a,7.6,2,82.02,45.22,0
53,male,group_b,5.4,2,76.37,55.48,1
54,male,group_c,6.6,2,64.74,63.72,1
41,female,group_b,4.2,3,59.8,68.53,0
42,non-binary,group_b,6.1,1,55.62,76.56,0
29,female,group_b,4.8,2,73.23,44.28,1
35,male,group_a,7.0,1,71.76,36.69,0
36,female,group_a,2.0,1,72.1,78.8,0
52,male,group_b,1.8,2,90.37,53.75,1
46,male,group_a,7.6,2,43.79,34.83,0
43,male,group_b,6.9,2,61.41,54.37,1
35,female,group_a,3.4,3,60.79,61.46,0
49,female,group_a,5.6,2,81.28,50.73,0
27,male,group_c,3.1,1,67.01,51.22,0
37,male,group_a,12.4,1,58.78,81.77,0
34,female,group_a,1.6,1,72.47,52.17,0
48,non-binary,group_a,11.4,3,74.83,71.86,1
25,female,group_c,3.8,2,89.19,70.6,0
26,male,group_a,7.5,2,73.03,62.59,1
25,female,group_b,5.5,2,64.77,100.0,1
45,female,group_b,5.1,3,64.02,48.7,0
26,male,group_a,9.1,2,60.33,100.0,1
52,male,group_a,8.7,3,75.82,54.21,1
38,male,group_a,5.4,1,79.73,63.83,0
29,male,group_a,3.5,1,67.31,71.84,1
32,male,group_b,12.5,1,68.4,83.11,1
28,male,group_a,10.5,2,86.42,77.4,0
27,non-binary,group_c,6.7,2,71.21,62.72,0
24,male,group_b,5.4,1,75.94,62.74,1
46,female,group_a,7.1,2,57.09,84.09,0
23,female,group_a,6.5,2,62.8,89.11,0
42,male,group_a,9.9,3,44.58,60.19,1
41,female,group_c,3.4,2,53.74,84.81,1
49,male,group_c,6.3,1,74.39,75.61,1
30,female,group_a,3.9,1,84.84,71.27,1
27,female,group_b,10.2,2,66.83,52.29,0
36,female,group_b,11.7,2,55.8,50.08,0
42,male,group_a,6.0,1,71.11,73.77,1
29,non-binary,group_a,7.9,3,83.63,28.88,0
30,female,group_b,10.5,3,68.06,60.77,0
46,female,group_c,5.4,1,80.95,73.71,0
38,female,group_c,3.5,1,69.26,44.41,1
51,male,group_a,9.4,1,55.36,90.58,0
36,non-binary,group_a,7.8,2,59.22,91.03,1
43,female,group_a,5.6,2,66.96,52.92,1
41,female,group_a,10.7,1,97.16,66.22,0
27,male,group_c,7.0,1,76.97,66.03,1
40,non-binary,group_a,0.9,1,67.18,60.18,0
46,male,group_b,7.3,1,73.47,60.96,1
52,female,group_a,6.1,1,72.54,74.58,0
23,male,group_c,11.9,2,64.74,91.14,1
42,male,group_a,6.2,2,68.76,69.02,1
40,female,group_b,5.7,2,66.99,69.34,1
33,male,group_a,7.6,1,78.85,69.73,1
32,male,group_b,7.0,1,88.58,58.21,0
48,male,group_a,2.0,2,85.82,76.62,0
36,female,group_a,6.6,2,66.23,60.96,0
27,male,group_a,5.3,2,76.61,54.11,1
49,male,group_c,10.5,1,61.4,77.02,1
47,female,group_c,13.5,2,57.02,41.79,0
44,female,group_b,2.9,3,70.92,60.82,0
41,female,group_a,3.4,2,77.27,62.38,0
49,non-binary,group_a,3.7,1,69.28,66.02,0
30,male,group_c,4.3,2,79.88,46.36,1
49,female,group_b,4.2,1,79.88,54.64,0
46,female,group_b,6.4,2,79.04,65.87,0
42,female,group_b,9.5,2,68.19,76.34,0
25,female,group_a,2.4,1,53.84,66.32,0
32,male,group_b,1.7,1,91.46,65.02,1
23,male,group_b,0.8,3,64.36,56.22,1
30,female,group_b,9.6,3,78.74,68.21,0
30,female,group_a,10.3,2,75.82,28.98,0
39,male,group_b,1.7,2,65.91,76.95,0
38,male,group_c,1.4,2,91.77,81.42,1
47,female,group_b,6.7,2,78.05,67.68,1
42,male,group_a,9.6,1,69.87,54.36,0
38,female,group_c,9.3,2,65.07,86.56,0
32,male,group_a,6.9,1,58.52,58.47,1
44,female,group_a,8.3,2,54.98,86.72,1
41,male,group_c,7.3,2,76.83,64.17,1
42,male,group_a,4.6,3,64.79,57.32,1
54,male,group_a,12.0,1,64.64,64.96,1
23,female,group_b,6.3,2,76.04,58.41,1
54,female,group_b,2.9,2,65.89,65.62,1
52,male,group_a,4.9,1,77.78,74.89,1
45,non-binary,group_a,1.7,2,62.42,64.35,0
39,female,group_b,6.3,2,63.86,61.58,0
31,male,group_b,9.6,2,80.94,67.68,0
35,female,group_a,2.5,3,61.94,73.42,1
37,male,group_a,9.7,2,77.29,68.0,1
35,non-binary,group_b,12.6,1,76.04,75.53,1
48,male,group_a,7.4,1,70.12,76.07,1
37,non-binary,group_a,2.8,3,50.38,72.0,0
51,male,group_a,3.7,1,54.47,77.95,1
50,female,group_c,5.3,3,57.03,68.18,0
53,male,group_b,2.4,2,54.74,83.83,1
49,male,group_a,2.5,3,80.26,73.62,1
