age,gender,caste,income,zip_code,education,loan_amount,credit_score,approved
50,male,general,96344.78,102-369,high_school,24833.95,540.31,1
34,female,general,57005.27,102-176,high_school,23109.05,654.84,1
50,male,obc,85052.21,202-628,postgraduate,31731.78,,1
52,female,obc,57395.51,200-409,high_school,32339.18,651.85,1
47,female,general,63571.14,100-661,high_school,35252.14,619.91,1
25,female,general,91625.41,101-599,graduate,13003.24,755.69,0
43,female,obc,92263.56,200-295,graduate,29824.96,,1
52,male,obc,52835.46,202-515,graduate,22361.33,765.03,1
29,male,obc,97834.44,201-376,high_school,16710.74,838.84,1
55,male,general,108369.32,102-315,high_school,25433.02,673.98,1
58,non-binary,obc,69474.93,202-791,high_school,8698.82,748.41,0
44,female,st,66993.26,400-110,graduate,33306.38,588.21,1
63,male,obc,114158.35,200-341,high_school,22383.92,,1
58,male,general,75794.21,102-577,graduate,20702.49,636.18,1
41,female,obc,64872.67,201-528,graduate,23760.89,725.23,0
59,female,general,94394.46,102-945,postgraduate,23492.35,680.1,1
62,female,general,49671.29,100-858,high_school,35266.14,669.75,1
25,female,general,65386.75,101-775,high_school,15138.58,609.0,0
64,female,st,47722.44,401-562,graduate,21560.14,673.0,0
21,female,general,81726.5,101-485,graduate,23050.99,644.6,1
42,male,sc,100177.44,300-132,postgraduate,15413.57,629.26,0
62,male,obc,93272.58,201-838,graduate,26433.82,624.6,1
52,non-binary,obc,72950.93,201-487,high_school,18485.14,690.56,0
32,female,general,42931.93,101-388,graduate,12361.46,640.38,1
49,male,obc,110922.04,201-645,graduate,29736.05,679.64,1
30,female,general,62055.67,102-777,graduate,38925.48,582.7,1
31,male,obc,89007.45,202-570,high_school,25435.79,707.67,1
61,female,general,80602.4,102-234,high_school,24070.43,693.24,0
23,male,general,97766.4,100-928,graduate,23879.72,667.27,1
63,female,obc,77053.79,201-201,graduate,20356.44,688.88,0
40,female,general,75447.74,101-971,high_school,35530.88,731.38,1
23,male,general,97853.02,100-497,postgraduate,25846.45,600.32,1
55,male,st,86346.2,401-951,graduate,5392.23,683.67,0
23,female,general,51281.18,101-922,graduate,35790.59,608.22,1
35,male,general,92914.28,102-465,high_school,33584.51,684.82,1
31,male,general,110176.66,102-819,high_school,30414.41,665.76,1
55,female,general,54419.04,100-180,graduate,2000.0,678.63,1
38,male,obc,80986.13,202-174,graduate,24973.47,726.66,1
49,male,general,82685.26,102-420,graduate,33040.85,725.02,1
24,male,obc,93147.33,202-648,graduate,28415.49,,1
51,female,obc,82635.4,200-108,graduate,26846.36,658.2,0
52,male,general,102660.24,101-563,graduate,33059.61,718.67,1
33,male,st,51522.52,400-977,graduate,26253.77,707.87,1
59,male,st,91080.75,400-871,graduate,35832.62,659.58,1
41,male,general,88810.74,100-308,postgraduate,26455.81,686.45,1
50,male,general,102131.35,101-574,postgraduate,25739.66,672.73,1
28,male,general,92907.0,101-254,high_school,33031.72,756.72,1
62,male,general,82953.61,100-336,graduate,21412.72,724.56,1
31,male,obc,89999.4,201-929,high_school,15124.82,661.53,0
48,female,obc,56819.42,201-997,high_school,25034.21,657.7,0
24,male,obc,95308.01,200-318,high_school,30313.37,732.67,1
22,male,general,82595.93,100-290,graduate,33328.26,753.7,1
26,female,general,51253.22,100-445,graduate,33378.1,697.35,0
62,female,st,64249.15,401-500,postgraduate,24382.17,716.22,0
30,female,st,69523.75,401-180,graduate,23457.67,751.67,0
59,male,general,103120.81,102-232,graduate,19670.96,670.39,1
46,male,obc,81917.18,200-481,graduate,27248.88,684.59,0
24,male,obc,80639.02,201-311,postgraduate,10229.88,706.77,1
40,male,obc,81445.15,200-859,high_school,25204.83,656.41,1
42,male,obc,103465.53,202-775,graduate,50647.13,773.45,0
32,female,sc,43949.32,300-582,high_school,11465.23,655.91,1
47,male,general,107376.57,102-488,high_school,26411.52,683.37,1
58,female,general,75916.64,100-847,graduate,28400.52,785.4,1
59,male,st,99328.18,401-249,graduate,29558.19,577.6,1
44,male,general,109884.14,102-897,graduate,16300.21,691.88,1
60,female,general,74597.18,101-144,high_school,29640.28,643.67,1
61,female,obc,42438.46,202-930,high_school,20189.44,680.01,1
24,male,sc,92041.8,300-224,postgraduate,12151.75,613.68,0
48,female,obc,64616.63,200-830,postgraduate,33567.62,659.6,0
55,male,sc,78274.45,301-116,graduate,30981.53,,1
21,male,obc,110071.14,201-832,high_school,16300.94,693.11,1
47,female,general,64881.3,100-625,high_school,20105.82,729.26,1
61,male,obc,83587.72,200-117,high_school,19779.89,552.19,1
32,male,sc,99236.79,300-796,postgraduate,10207.74,673.08,0
58,male,sc,77828.7,301-191,graduate,31861.87,670.39,0
62,male,general,86887.09,100-585,graduate,32199.27,676.46,1
48,male,general,79219.84,100-398,graduate,22006.51,681.78,1
48,male,sc,72017.54,300-782,postgraduate,24746.87,634.34,0
44,non-binary,general,66218.55,101-867,high_school,26032.28,,1
38,female,general,75694.67,100-517,high_school,27199.53,691.94,1
40,male,sc,69232.99,301-781,graduate,12872.24,625.32,0
43,male,obc,64990.26,201-924,graduate,29396.0,702.15,1
42,female,general,71245.22,102-719,graduate,14420.43,,1
57,male,general,86124.68,101-389,high_school,31132.38,718.1,1
54,female,general,66772.26,101-516,high_school,15416.08,677.0,1
36,female,sc,73453.82,300-306,postgraduate,13299.02,680.82,0
43,male,obc,92001.63,202-512,postgraduate,24747.65,666.45,1
30,male,general,116134.7,102-321,postgraduate,24545.45,,1
28,male,general,94045.94,102-825,graduate,25933.72,667.19,1
37,male,general,109097.39,101-648,graduate,16965.38,744.99,1
23,male,general,87336.02,102-669,graduate,26825.36,595.61,1
58,female,general,68507.67,102-199,graduate,27672.93,,0
26,male,obc,77938.45,200-101,postgraduate,35491.42,738.12,1
35,female,general,55601.21,100-809,graduate,26665.29,725.09,1
32,female,general,63854.67,102-587,high_school,19605.47,,1
30,male,obc,72400.52,201-937,postgraduate,12876.44,676.74,0
37,male,obc,93231.04,201-582,postgraduate,11227.65,607.49,1
52,male,general,90761.36,100-292,high_school,27906.8,619.07,1
60,female,general,70284.12,102-727,graduate,32138.79,663.57,0
29,male,general,76615.33,101-730,postgraduate,16988.02,721.84,1
31,female,general,76824.25,102-158,graduate,27297.37,665.99,1
41,female,obc,86766.59,202-723,high_school,23432.03,661.76,1
35,female,general,87811.46,100-291,postgraduate,31464.41,701.83,1
56,non-binary,sc,91654.69,301-328,graduate,32794.69,681.52,0
30,female,obc,63594.03,200-128,graduate,4604.09,655.77,1
38,female,general,62067.41,100-664,high_school,34289.21,624.92,1
45,female,general,73826.17,101-757,postgraduate,27269.77,732.08,1
37,female,general,63664.92,100-307,postgraduate,20217.8,737.63,1
48,female,general,42633.88,101-812,graduate,20468.83,621.83,1
56,female,obc,74470.19,201-785,postgraduate,25285.73,657.86,1
44,male,general,91718.37,100-468,postgraduate,20466.26,,1
41,female,sc,34957.06,300-161,graduate,16566.97,617.43,0
62,male,obc,83884.05,200-351,postgraduate,18629.82,700.08,0
64,female,obc,60036.76,201-248,postgraduate,15638.54,662.04,1
64,male,sc,83665.66,300-961,high_school,37119.12,613.08,1
21,female,obc,63333.83,200-835,graduate,25503.14,777.75,0
57,female,st,73166.28,401-170,graduate,45275.59,661.22,0
60,non-binary,st,45460.43,400-561,high_school,28339.69,708.84,0
56,male,general,92869.98,100-339,high_school,30300.17,618.34,1
53,female,general,54694.51,102-128,graduate,15445.55,,1
37,female,general,84586.36,102-389,high_school,23036.12,,1
52,female,general,59139.64,101-214,graduate,25654.22,597.38,1
46,female,obc,58186.38,202-300,high_school,19264.76,670.95,0
57,female,general,81695.74,102-393,graduate,20816.79,753.03,1
36,female,obc,81546.85,200-467,graduate,28781.33,654.24,0
53,male,sc,104116.73,301-521,high_school,28957.84,,0
55,non-binary,general,53496.42,102-567,graduate,12967.49,,1
57,male,obc,97760.8,202-432,high_school,27553.67,636.64,0
28,female,general,70781.64,100-548,postgraduate,29977.14,696.78,1
59,female,sc,54782.83,301-475,graduate,19687.51,647.58,0
30,male,obc,91931.95,202-967,high_school,18772.78,660.17,0
62,male,general,113000.84,100-160,postgraduate,28973.22,596.64,1
22,male,obc,105540.25,200-626,high_school,2000.0,715.97,1
30,female,general,79556.79,100-274,high_school,25018.76,,1
47,male,obc,93896.8,201-437,graduate,39709.85,764.74,1
44,male,obc,122788.27,202-591,graduate,2000.0,642.45,0
51,female,general,61391.28,102-783,graduate,32405.87,,1
38,male,obc,68376.54,201-978,postgraduate,29899.8,,0
21,female,sc,51786.58,301-543,graduate,12057.09,625.82,0
48,male,sc,84308.33,301-331,graduate,29684.4,648.33,0
43,male,obc,109244.58,200-811,high_school,34012.78,654.84,1
43,male,obc,83846.31,202-299,graduate,14410.45,,0
37,male,general,101877.22,102-556,high_school,18634.98,608.63,1
60,male,sc,62818.58,301-861,postgraduate,25234.96,709.36,0
55,female,sc,70639.85,300-463,graduate,33799.03,642.12,0
28,male,general,95956.47,100-600,graduate,20129.93,,1
22,male,general,91072.21,100-207,graduate,24621.18,735.35,1
28,male,general,124843.13,102-150,postgraduate,19015.96,711.45,1
23,male,general,109978.7,101-986,graduate,25221.02,645.83,1
52,female,general,52442.21,102-260,high_school,34420.1,,1
48,male,general,93468.52,102-401,high_school,25953.07,716.6,1
41,non-binary,obc,110808.47,200-553,graduate,21782.87,641.18,1
47,male,general,122703.44,101-436,high_school,24705.19,651.73,1
56,male,general,107921.48,101-187,high_school,17794.37,735.03,1
57,male,obc,65141.33,200-277,graduate,16050.47,722.83,1
40,male,general,113650.1,102-543,high_school,35830.76,597.36,1
47,female,obc,54107.41,201-494,graduate,39739.39,624.69,0
46,male,sc,102029.25,301-817,postgraduate,8876.4,718.25,1
62,male,st,71882.64,401-380,graduate,30239.17,,1
54,female,obc,69843.61,200-945,high_school,32730.4,724.27,0
34,female,general,58036.04,102-354,high_school,14094.83,786.47,1
60,female,general,61914.08,101-397,high_school,20754.2,700.53,1
38,non-binary,st,72210.75,401-953,high_school,19806.58,629.24,0
54,female,obc,44535.42,202-855,graduate,42108.52,689.71,0
64,female,sc,88713.85,300-384,postgraduate,39872.05,736.9,0
56,female,obc,48618.9,202-455,graduate,16709.41,685.44,0
25,male,general,79835.9,100-857,graduate,11866.77,706.61,1
30,female,obc,71751.87,201-177,graduate,31956.79,636.03,0
56,male,sc,101587.18,301-364,high_school,29895.53,,0
26,female,sc,50968.16,300-577,postgraduate,36195.94,729.83,0
21,non-binary,general,61499.43,100-845,graduate,15468.33,640.84,1
32,male,obc,78086.7,202-607,high_school,31511.87,537.76,0
42,female,general,52579.73,100-540,high_school,18414.17,663.15,1
26,female,st,58314.51,400-964,graduate,30608.47,697.28,0
27,male,general,94020.19,102-204,postgraduate,24665.93,738.22,1
35,female,obc,68961.66,201-801,high_school,42105.56,770.52,1
47,female,general,72108.17,101-214,postgraduate,29026.54,684.66,1
44,non-binary,obc,84040.37,200-758,postgraduate,22174.05,716.22,0
56,male,obc,85260.78,201-588,postgraduate,26241.4,686.63,1
64,male,general,84665.13,100-337,graduate,24095.33,699.47,1
22,female,sc,57688.12,300-588,postgraduate,14610.07,669.72,0
51,male,sc,82730.14,300-890,graduate,42324.03,701.25,0
28,male,sc,87041.33,300-524,graduate,39388.48,639.85,0
36,male,general,85036.02,100-105,graduate,23413.27,788.9,1
36,male,sc,92491.04,300-150,postgraduate,31298.93,548.48,0
51,female,obc,46502.77,201-668,graduate,43462.86,711.4,0
32,female,obc,56834.61,201-709,graduate,36132.07,697.58,1
60,female,obc,78806.58,200-461,graduate,22233.48,700.42,1
37,female,obc,47161.59,202-318,high_school,24208.39,614.95,0
56,male,general,109703.4,101-743,graduate,9542.19,587.7,1
62,male,general,75272.61,101-373,graduate,31972.95,713.32,1
43,male,general,72806.84,102-166,graduate,36185.61,753.76,1
25,male,general,74085.93,100-468,high_school,36247.36,692.11,1
51,male,general,96635.29,100-584,graduate,31309.36,724.29,1
39,male,general,105214.34,101-968,graduate,28171.12,654.8,1
35,male,sc,101596.32,301-632,high_school,16019.69,698.24,1
41,male,obc,107980.19,202-287,high_school,27877.39,747.41,1
34,female,general,79077.78,101-848,postgraduate,19315.04,662.75,1
33,female,sc,43855.03,300-362,postgraduate,29726.61,745.21,0
64,female,st,42232.95,400-962,high_school,18125.2,590.1,0
33,female,sc,66529.09,300-392,high_school,29669.34,,1
41,female,sc,75398.32,301-917,high_school,36908.11,710.03,0
52,male,st,67564.03,400-890,high_school,28394.36,784.65,1
30,female,obc,81115.99,202-876,high_school,27956.13,680.79,1
48,male,st,55115.28,400-135,high_school,33217.24,623.13,1
60,male,st,87458.95,400-864,graduate,40933.01,783.4,1
56,male,general,93546.7,101-748,high_school,24034.44,673.06,1
22,male,sc,80641.34,300-400,high_school,29689.2,,0
38,male,sc,83937.8,301-540,postgraduate,38601.09,661.61,1
21,female,sc,43547.78,301-675,graduate,31023.6,,0
47,female,sc,61745.09,300-948,graduate,6978.6,649.08,0
35,female,general,67849.36,102-801,high_school,18559.43,804.17,1
60,female,general,80094.36,101-485,postgraduate,31759.38,,0
28,female,obc,85265.47,200-680,graduate,21398.45,777.25,0
58,male,obc,92776.84,200-267,postgraduate,37963.19,636.63,1
36,female,sc,44037.94,300-481,graduate,41721.32,579.62,0
61,female,sc,39569.41,301-811,postgraduate,19687.79,663.89,0
29,male,obc,114775.53,202-645,postgraduate,15707.48,818.41,1
32,male,st,103985.22,401-804,postgraduate,21749.36,662.3,0
36,female,general,79423.2,102-558,graduate,21229.74,737.85,1
64,female,st,54837.95,400-441,graduate,38824.79,623.63,0
53,male,general,106412.32,102-767,graduate,15681.99,,1
56,female,obc,81262.52,200-184,postgraduate,31681.87,675.61,0
45,male,general,86348.6,101-979,high_school,37490.54,796.03,1
55,male,obc,91417.13,202-952,high_school,32372.98,740.51,0
48,male,general,79512.7,100-891,high_school,28928.1,567.07,0
50,male,general,93193.14,100-894,graduate,23540.1,716.67,1
57,female,obc,84619.83,202-559,graduate,41640.79,616.82,1
64,male,obc,106099.67,201-547,high_school,22792.7,642.51,1
46,female,general,68890.1,101-837,postgraduate,33534.56,708.07,1
40,male,obc,53294.74,200-354,graduate,23571.38,756.91,1
49,female,general,57818.9,102-864,postgraduate,8424.67,754.21,1
53,female,general,68433.68,101-280,postgraduate,22573.22,698.24,1
64,female,general,63977.21,102-890,graduate,23593.45,699.01,1
51,female,obc,63458.82,200-586,graduate,23709.44,754.04,0
63,non-binary,sc,68396.26,300-858,postgraduate,19057.21,,1
53,male,obc,83528.47,202-543,graduate,30631.93,780.5,1
62,female,sc,55394.57,301-646,graduate,31633.81,,0
54,female,obc,60907.79,201-933,high_school,22247.63,,0
59,male,sc,73655.16,300-475,high_school,22172.06,652.71,0
29,male,st,107848.73,400-298,graduate,15543.81,616.42,0
64,male,general,88329.58,100-181,graduate,27289.26,705.39,1
36,male,general,63441.07,102-630,postgraduate,37401.27,,1
56,male,general,119965.72,102-649,graduate,37407.55,674.2,1
38,male,obc,79152.14,200-658,high_school,19607.66,671.6,1
41,female,obc,75598.72,200-133,high_school,42920.73,763.93,0
53,male,general,85467.59,101-124,graduate,21740.46,800.6,1
44,female,sc,63469.89,300-904,high_school,15856.54,748.91,0
52,male,st,81325.94,400-725,graduate,12743.38,695.26,0
24,female,general,81004.63,101-201,postgraduate,15313.59,589.95,1
57,male,general,92008.14,100-167,high_school,28003.75,714.49,1
38,male,general,85825.52,100-245,graduate,22682.82,716.93,1
55,male,general,98598.28,102-825,graduate,19311.93,722.42,1
33,female,sc,50145.12,300-750,high_school,17373.44,617.25,0
47,male,obc,63991.58,200-674,postgraduate,15224.94,726.75,1
46,non-binary,general,68078.99,100-676,graduate,16991.18,765.89,1
27,male,obc,131162.77,201-872,graduate,34138.54,625.96,0
41,female,general,41500.78,102-399,graduate,41230.03,717.66,1
48,male,general,98374.7,100-389,postgraduate,41786.44,,1
57,female,general,63599.46,100-482,graduate,31183.78,674.27,1
60,male,obc,116709.88,201-989,graduate,20569.52,,0
37,male,obc,75445.46,200-598,graduate,18989.68,660.71,1
49,male,sc,84918.25,300-591,postgraduate,31805.26,661.14,1
28,male,general,104606.77,101-827,high_school,22782.78,702.68,1
60,male,sc,80989.87,301-260,postgraduate,28707.25,728.97,0
59,non-binary,general,65754.26,102-464,postgraduate,42373.94,746.89,1
64,male,general,94689.25,101-676,high_school,26951.46,644.14,1
42,male,sc,79167.05,300-988,graduate,45500.66,699.79,0
36,non-binary,obc,68127.76,200-238,graduate,14858.13,619.6,0
54,male,general,108029.97,102-506,graduate,29026.8,673.91,1
52,male,obc,96641.29,202-914,graduate,27823.63,682.35,1
30,female,obc,70724.74,202-752,high_school,16143.27,629.26,0
44,female,st,58624.15,401-651,graduate,32214.9,710.75,1
49,female,obc,76438.33,202-331,high_school,38777.29,671.43,1
41,male,general,113259.64,102-268,graduate,44824.03,688.49,1
37,non-binary,obc,68486.01,201-436,postgraduate,28701.61,747.35,0
31,male,general,106472.56,102-329,graduate,7899.04,656.48,1
39,non-binary,general,58353.36,100-826,graduate,29292.91,726.76,0
31,female,obc,31457.22,201-747,graduate,31677.64,759.36,0
34,female,sc,81069.67,301-850,postgraduate,22883.33,755.99,1
29,male,general,90332.98,101-253,postgraduate,26936.07,,0
37,male,sc,87034.62,301-378,high_school,20649.16,626.5,1
48,female,obc,45846.98,202-790,high_school,23796.74,640.95,0
37,male,sc,65701.19,300-247,postgraduate,34157.38,592.73,1
27,female,general,57018.79,101-230,high_school,37501.21,,1
56,female,general,76000.57,101-444,graduate,13563.62,721.14,1
39,female,general,59768.4,101-267,graduate,20398.1,,0
46,male,general,90298.93,102-170,graduate,10703.91,604.31,1
44,male,general,84576.84,102-381,postgraduate,41544.92,659.91,1
43,male,general,111321.03,101-887,postgraduate,32837.02,755.91,1
40,male,general,107159.42,101-150,postgraduate,6990.97,,1
54,male,general,88221.92,101-608,high_school,24419.19,723.07,1
58,female,st,63577.63,401-606,graduate,22448.87,850.0,0
60,female,sc,52066.68,301-577,high_school,18196.55,698.04,0
40,female,general,62274.31,100-554,postgraduate,34326.5,561.27,1
36,male,st,81304.05,401-115,postgraduate,34120.48,619.44,1
24,female,general,76005.28,101-142,graduate,27425.06,696.81,1
40,female,general,54509.21,102-559,graduate,19225.13,681.03,0
64,female,sc,62533.52,301-970,graduate,19300.77,670.54,1
32,female,obc,97969.49,202-466,high_school,25395.34,671.51,0
58,female,general,69563.7,102-524,postgraduate,20885.77,636.86,1
54,male,general,95500.05,102-982,graduate,24947.61,,1
50,male,obc,89821.65,200-800,high_school,30022.73,756.69,0
45,female,obc,69694.96,202-792,postgraduate,11198.24,775.28,1
54,male,general,72454.35,100-553,high_school,18176.34,773.72,1
25,male,obc,114815.18,200-907,postgraduate,24696.76,627.42,0
26,male,general,108736.62,102-622,postgraduate,39088.1,678.89,0
29,male,obc,81976.78,200-690,postgraduate,32608.0,662.74,1
54,female,general,67441.66,101-808,postgraduate,24967.74,712.56,1
40,female,sc,47697.13,300-465,graduate,28620.78,675.45,0
30,male,sc,87689.29,300-956,graduate,24086.47,667.59,1
22,male,general,95858.91,100-988,high_school,34695.01,,0
42,female,sc,58700.87,301-627,high_school,28903.78,685.41,0
38,male,general,80603.5,100-299,postgraduate,36509.2,686.83,1
28,female,general,60258.39,100-796,postgraduate,12801.95,702.73,1
22,male,obc,107044.81,202-389,high_school,17744.29,717.19,1
54,female,obc,55526.92,202-618,graduate,27471.14,717.51,1
55,female,sc,18491.08,301-177,graduate,29441.6,765.37,1
31,female,st,51891.17,400-825,graduate,46603.05,609.29,0
42,male,general,128760.88,101-962,graduate,8730.28,697.85,1
32,female,general,78884.29,102-184,graduate,24702.32,674.37,1
38,female,obc,54821.96,201-757,high_school,24298.7,663.45,1
25,female,general,66291.58,100-873,graduate,27140.55,721.68,1
62,male,general,104518.03,100-198,high_school,40599.35,,1
52,male,st,57412.48,401-321,high_school,32886.48,647.45,0
60,male,sc,71515.17,301-452,graduate,10563.87,772.78,1
34,male,st,87576.86,400-852,high_school,38803.84,601.26,0
59,male,general,117322.81,100-543,postgraduate,38552.77,712.46,1
43,female,general,60849.48,100-223,high_school,27367.67,631.01,1
29,male,obc,112938.24,200-330,postgraduate,10440.11,644.7,0
35,male,st,71439.47,400-520,graduate,23635.43,683.3,0
56,male,general,47602.82,100-135,graduate,29218.55,658.06,1
55,male,general,105413.35,100-667,high_school,33968.96,522.52,1
52,male,general,102565.59,102-122,graduate,9065.97,713.63,1
30,female,sc,65806.58,300-802,high_school,18078.06,722.89,1
49,male,sc,93259.47,301-759,graduate,34882.15,,0
62,female,obc,65684.5,200-878,postgraduate,38515.89,666.82,1
23,male,general,91376.59,101-241,postgraduate,28874.75,659.49,1
35,male,obc,87910.36,200-641,graduate,35336.61,585.87,0
24,female,obc,56554.38,202-802,graduate,29097.53,580.05,0
25,male,general,89394.53,101-563,graduate,33667.76,724.2,1
64,male,general,69645.51,102-217,high_school,26306.1,738.56,1
31,non-binary,obc,55499.69,201-188,high_school,29319.54,712.83,0
28,non-binary,general,74212.1,102-644,graduate,14003.99,,1
24,female,st,22627.86,401-547,postgraduate,31499.24,723.05,0
64,male,obc,62890.24,202-935,graduate,13728.82,719.39,1
41,female,general,62320.05,101-849,high_school,31489.14,636.82,1
55,non-binary,obc,70703.37,201-750,high_school,21049.15,692.24,0
32,non-binary,obc,68113.03,200-983,high_school,28329.89,663.72,0
49,male,general,61681.3,100-724,high_school,16424.83,664.44,0
59,male,obc,112733.53,201-183,graduate,20467.53,742.71,1
50,male,general,74892.77,102-169,graduate,28311.74,766.61,1
43,male,general,83545.75,101-833,high_school,31788.98,,1
30,female,obc,45335.25,200-424,graduate,34844.12,665.97,0
31,male,obc,109186.43,201-930,graduate,14649.34,663.09,1
47,male,general,100899.88,101-206,graduate,11489.8,743.88,1
40,male,general,88374.6,100-278,high_school,16222.24,600.23,0
23,male,obc,83388.82,202-795,postgraduate,15409.53,515.57,1
29,male,general,97514.31,101-861,high_school,39101.46,725.15,1
40,male,st,64548.24,401-879,graduate,37061.87,732.96,0
28,male,obc,96330.35,200-189,graduate,16030.45,581.88,1
45,non-binary,sc,57318.97,301-443,graduate,40392.78,673.16,1
34,male,general,102274.95,100-681,high_school,36524.49,764.16,1
33,female,sc,62300.12,300-925,graduate,10333.57,620.71,0
25,male,general,86689.44,101-314,high_school,15727.91,685.56,1
43,male,general,66262.04,102-639,postgraduate,10066.66,707.94,1
29,male,general,91544.45,100-229,high_school,24220.77,601.48,1
48,male,general,74707.38,101-771,high_school,25156.71,648.99,1
62,male,st,83100.89,401-214,postgraduate,25139.86,,1
61,male,obc,87407.99,201-998,high_school,6759.45,670.95,0
50,female,obc,54768.07,201-182,graduate,12154.85,636.5,0
56,male,obc,72862.13,202-716,high_school,27341.39,691.42,0
61,male,obc,107615.05,201-798,high_school,30600.0,,1
50,female,obc,56648.45,201-331,postgraduate,6821.7,756.37,1
32,male,sc,116446.91,301-329,graduate,13469.81,808.28,1
43,male,obc,91489.01,200-635,high_school,34201.72,691.42,1
58,male,sc,88422.25,300-666,high_school,13980.82,662.59,1
50,male,general,95548.97,101-747,postgraduate,24867.71,659.39,1
36,male,st,86782.0,400-621,high_school,13124.11,626.93,0
28,non-binary,general,91797.62,101-256,postgraduate,32483.34,704.65,1
27,non-binary,general,91959.17,101-930,graduate,6847.16,652.78,1
37,non-binary,sc,40267.49,301-249,postgraduate,22259.87,,1
56,male,general,106976.96,102-608,graduate,33462.76,628.68,1
45,male,general,101959.95,100-927,postgraduate,30490.26,654.37,1
23,male,general,95502.49,101-920,postgraduate,20822.99,703.78,1
61,male,obc,114975.71,200-250,graduate,18711.86,673.13,1
38,male,st,106538.74,401-314,graduate,22903.93,574.38,1
38,male,sc,96164.35,301-641,high_school,13395.84,679.16,0
57,male,obc,83390.52,202-403,high_school,24099.93,635.9,0
37,male,st,65305.24,401-757,high_school,24254.12,744.98,0
48,male,obc,101561.6,202-569,graduate,21238.46,,1
61,female,sc,74533.47,300-339,high_school,34003.13,554.44,0
43,male,general,66598.79,101-469,graduate,15365.65,724.08,1
48,female,obc,78208.13,200-721,graduate,9660.51,701.41,0
36,male,general,91431.88,101-805,high_school,20272.13,598.38,1
60,female,general,41673.96,101-432,graduate,26115.98,728.31,1
24,male,obc,97571.55,200-194,high_school,24039.45,609.61,1
33,male,general,107731.41,101-417,graduate,23639.54,743.0,1
64,male,obc,86081.12,202-666,graduate,14862.72,644.46,1
42,male,obc,76197.04,200-783,postgraduate,16157.14,596.51,1
28,female,general,90969.27,101-890,graduate,20604.88,796.64,1
39,male,obc,81639.08,202-964,graduate,19895.22,,1
32,male,obc,107232.61,200-575,graduate,34882.77,635.67,0
44,female,sc,34317.3,300-891,graduate,27375.24,,0
31,male,general,100824.07,102-335,high_school,20206.93,654.94,1
38,female,st,59425.1,401-603,graduate,34855.12,718.43,1
60,female,sc,67727.82,301-584,postgraduate,29016.51,683.19,0
24,male,obc,111901.77,202-791,postgraduate,12782.11,735.24,1
54,male,general,83609.18,101-795,postgraduate,2000.0,700.46,1
24,male,obc,98290.85,200-356,postgraduate,13063.89,587.99,0
41,female,sc,36368.06,300-896,postgraduate,30354.41,710.24,1
50,male,general,75709.19,100-901,high_school,33023.37,,1
63,male,st,73903.32,401-952,graduate,10057.92,645.65,1
32,male,st,87730.58,401-511,high_school,30927.8,794.05,1
23,female,obc,86476.15,202-987,graduate,30586.66,713.46,0
54,female,obc,89025.24,202-805,postgraduate,37555.38,731.79,1
60,non-binary,obc,67531.52,202-687,postgraduate,33553.55,733.71,0
45,female,sc,59777.48,301-488,graduate,37166.94,656.9,0
23,female,sc,68702.08,301-857,graduate,29395.29,714.84,1
43,male,general,105715.36,100-786,graduate,29094.3,697.38,1
38,female,general,64627.61,100-626,graduate,21964.44,649.36,0
40,male,general,96065.47,100-996,postgraduate,32382.31,612.81,0
23,male,st,80457.47,401-324,graduate,13008.34,681.33,0
34,female,general,64082.76,100-676,high_school,23751.9,712.28,0
64,female,sc,50720.25,301-388,high_school,29858.95,680.89,0
23,male,obc,89324.78,202-511,graduate,37673.93,669.97,1
61,male,general,89318.6,101-404,graduate,20698.56,681.5,1
43,male,st,66104.15,400-400,graduate,33699.23,664.22,0
46,female,obc,75076.12,200-438,high_school,23225.39,765.21,0
62,male,general,102227.61,100-150,graduate,33883.53,,1
30,female,general,93272.31,101-135,graduate,17787.83,653.24,1
64,male,general,100173.25,100-751,high_school,31533.74,,1
33,female,general,61162.56,100-379,postgraduate,24141.96,669.15,1
36,male,general,86229.9,102-119,graduate,14334.09,648.27,1
40,female,obc,63663.12,202-173,high_school,23620.32,646.23,0
47,male,general,102740.25,100-276,high_school,36895.4,,1
35,male,general,91574.05,102-143,postgraduate,15827.16,684.39,1
55,male,general,74416.4,100-950,graduate,11641.14,587.47,1
21,male,general,84653.86,101-610,postgraduate,28588.68,714.04,1
50,male,st,82252.35,400-454,graduate,9899.82,592.99,0
49,female,general,77363.97,101-578,postgraduate,39070.19,,1
44,non-binary,general,55698.47,101-201,graduate,38843.44,653.87,1
47,female,obc,66711.17,202-730,postgraduate,34344.52,684.78,1
53,female,st,57095.67,400-971,high_school,24898.91,678.63,1
60,male,sc,77177.93,300-217,high_school,39981.96,671.85,1
30,female,sc,47283.09,301-237,high_school,37109.03,691.52,1
41,female,st,43691.47,400-665,graduate,20205.53,684.5,1
45,male,obc,92971.29,200-236,graduate,37949.52,782.84,1
36,non-binary,st,79275.46,400-213,postgraduate,16794.94,692.32,1
63,male,general,111768.98,102-702,graduate,23226.7,693.6,1
43,female,sc,39764.28,301-656,graduate,8858.82,640.98,1
47,non-binary,sc,62382.31,301-295,high_school,26313.31,700.95,0
29,female,st,23290.86,401-840,graduate,22349.42,623.7,0
39,male,obc,92528.58,201-194,graduate,20930.2,743.26,1
